date,code,nav
2020-08-11,000961,2.571980
2020-08-12,000961,2.576701
2020-08-13,000961,2.588201
2020-08-14,000961,2.601010
2020-08-17,000961,2.611151
2020-08-18,000961,2.621618
2020-08-19,000961,2.643981
2020-08-20,000961,2.669471
2020-08-21,000961,2.675363
2020-08-24,000961,2.690419
2020-08-25,000961,2.718245
2020-08-26,000961,2.734414
2020-08-27,000961,2.765159
2020-08-28,000961,2.785476
2020-08-31,000961,2.806973
2020-09-01,000961,2.820203
2020-09-02,000961,2.822016
2020-09-03,000961,2.832960
2020-09-04,000961,2.856796
2020-09-07,000961,2.863476
2020-09-08,000961,2.882104
2020-09-09,000961,2.889827
2020-09-10,000961,2.927805
2020-09-11,000961,2.952419
2020-09-14,000961,2.986680
2020-09-15,000961,3.019461
2020-09-16,000961,3.038118
2020-09-17,000961,3.057745
2020-09-18,000961,3.082491
2020-09-21,000961,3.081015
2020-09-22,000961,3.102210
2020-09-23,000961,3.114872
2020-09-24,000961,3.127079
2020-09-25,000961,3.139873
2020-09-28,000961,3.168928
2020-09-29,000961,3.204495
2020-09-30,000961,3.233048
2020-10-01,000961,3.270113
2020-10-02,000961,3.270084
2020-10-05,000961,3.306272
2020-10-06,000961,3.322810
2020-10-07,000961,3.360375
2020-10-08,000961,3.366573
2020-10-09,000961,3.376227
2020-10-12,000961,3.397202
2020-10-13,000961,3.404026
2020-10-14,000961,3.421609
2020-10-15,000961,3.430409
2020-10-16,000961,3.432031
2020-10-19,000961,3.443248
2020-10-20,000961,3.436577
2020-10-21,000961,3.437566
2020-10-22,000961,3.447326
2020-10-23,000961,3.459721
2020-10-26,000961,3.486675
2020-10-27,000961,3.518474
2020-10-28,000961,3.531402
2020-10-29,000961,3.563324
2020-10-30,000961,3.561857
2020-11-02,000961,3.590388
2020-11-03,000961,3.617115
2020-11-04,000961,3.618221
2020-11-05,000961,3.650655
2020-11-06,000961,3.674028
2020-11-09,000961,3.680614
2020-11-10,000961,3.668017
2020-11-11,000961,3.679635
2020-11-12,000961,3.694743
2020-11-13,000961,3.711211
2020-11-16,000961,3.699968
2020-11-17,000961,3.727624
2020-11-18,000961,3.753333
2020-11-19,000961,3.757692
2020-11-20,000961,3.761728
2020-11-23,000961,3.756620
2020-11-24,000961,3.743054
2020-11-25,000961,3.767506
2020-11-26,000961,3.748199
2020-11-27,000961,3.764029
2020-11-30,000961,3.760540
2020-12-01,000961,3.751075
2020-12-02,000961,3.771352
2020-12-03,000961,3.758719
2020-12-04,000961,3.782029
2020-12-07,000961,3.785797
2020-12-08,000961,3.794675
2020-12-09,000961,3.790972
2020-12-10,000961,3.788582
2020-12-11,000961,3.784737
2020-12-14,000961,3.803180
2020-12-15,000961,3.817252
2020-12-16,000961,3.810655
2020-12-17,000961,3.819204
2020-12-18,000961,3.823863
2020-12-21,000961,3.819443
2020-12-22,000961,3.796062
2020-12-23,000961,3.775870
2020-12-24,000961,3.784582
2020-12-25,000961,3.777044
2020-12-28,000961,3.797156
2020-12-29,000961,3.799552
2020-12-30,000961,3.772574
2020-12-31,000961,3.747916
2021-01-01,000961,3.768164
2021-01-04,000961,3.739477
2021-01-05,000961,3.710177
2021-01-06,000961,3.685291
2021-01-07,000961,3.669532
2021-01-08,000961,3.650738
2021-01-11,000961,3.657682
2021-01-12,000961,3.625912
2021-01-13,000961,3.603108
2021-01-14,000961,3.599336
2021-01-15,000961,3.573461
2021-01-18,000961,3.544742
2021-01-19,000961,3.513376
2021-01-20,000961,3.488562
2021-01-21,000961,3.455119
2021-01-22,000961,3.453023
2021-01-25,000961,3.440984
2021-01-26,000961,3.411733
2021-01-27,000961,3.386301
2021-01-28,000961,3.374144
2021-01-29,000961,3.354583
2021-02-01,000961,3.345296
2021-02-02,000961,3.334491
2021-02-03,000961,3.305033
2021-02-04,000961,3.290799
2021-02-05,000961,3.295887
2021-02-08,000961,3.265585
2021-02-09,000961,3.251266
2021-02-10,000961,3.245182
2021-02-11,000961,3.225387
2021-02-12,000961,3.231583
2021-02-15,000961,3.215914
2021-02-16,000961,3.197986
2021-02-17,000961,3.191342
2021-02-18,000961,3.175310
2021-02-19,000961,3.163079
2021-02-22,000961,3.146701
2021-02-23,000961,3.148519
2021-02-24,000961,3.138890
2021-02-25,000961,3.120526
2021-02-26,000961,3.119766
2021-03-01,000961,3.107978
2021-03-02,000961,3.110040
2021-03-03,000961,3.106216
2021-03-04,000961,3.074615
2021-03-05,000961,3.065956
2021-03-08,000961,3.065147
2021-03-09,000961,3.047030
2021-03-10,000961,3.016329
2021-03-11,000961,2.999198
2021-03-12,000961,2.991016
2021-03-15,000961,2.965678
2021-03-16,000961,2.930404
2021-03-17,000961,2.921402
2021-03-18,000961,2.899100
2021-03-19,000961,2.896031
2021-03-22,000961,2.869220
2021-03-23,000961,2.854499
2021-03-24,000961,2.820452
2021-03-25,000961,2.821832
2021-03-26,000961,2.788682
2021-03-29,000961,2.761448
2021-03-30,000961,2.744734
2021-03-31,000961,2.715189
2021-04-01,000961,2.684226
2021-04-02,000961,2.675760
2021-04-05,000961,2.650810
2021-04-06,000961,2.631480
2021-04-07,000961,2.606464
2021-04-08,000961,2.595988
2021-04-09,000961,2.560160
2021-04-12,000961,2.543926
2021-04-13,000961,2.533225
2021-04-14,000961,2.502650
2021-04-15,000961,2.471889
2021-04-16,000961,2.470267
2021-04-19,000961,2.464943
2021-04-20,000961,2.459021
2021-04-21,000961,2.426518
2021-04-22,000961,2.416189
2021-04-23,000961,2.392820
2021-04-26,000961,2.367131
2021-04-27,000961,2.364340
2021-04-28,000961,2.349980
2021-04-29,000961,2.331696
2021-04-30,000961,2.317283
2021-05-03,000961,2.294785
2021-05-04,000961,2.276887
2021-05-05,000961,2.266727
2021-05-06,000961,2.248728
2021-05-07,000961,2.231125
2021-05-10,000961,2.229482
2021-05-11,000961,2.203114
2021-05-12,000961,2.189771
2021-05-13,000961,2.187010
2021-05-14,000961,2.162642
2021-05-17,000961,2.151653
2021-05-18,000961,2.047834
2021-05-19,000961,2.025257
2021-05-20,000961,2.020350
2021-05-21,000961,1.998336
2021-05-24,000961,1.989482
2021-05-25,000961,1.967323
2021-05-26,000961,1.952663
2021-05-27,000961,1.929442
2021-05-28,000961,1.923519
2021-05-31,000961,1.918579
2021-06-01,000961,1.904922
2021-06-02,000961,1.891765
2021-06-03,000961,1.875412
2021-06-04,000961,1.862683
2021-06-07,000961,1.844795
2021-06-08,000961,1.827398
2021-06-09,000961,1.822247
2021-06-10,000961,1.819909
2021-06-11,000961,1.798640
2021-06-14,000961,1.784197
2021-06-15,000961,1.778696
2021-06-16,000961,1.766089
2021-06-17,000961,1.760705
2021-06-18,000961,1.755812
2021-06-21,000961,1.737350
2021-06-22,000961,1.728429
2021-06-23,000961,1.708673
2021-06-24,000961,1.703810
2021-06-25,000961,1.703840
2021-06-28,000961,1.697882
2021-06-29,000961,1.676777
2021-06-30,000961,1.660237
2021-07-01,000961,1.660930
2021-07-02,000961,1.642308
2021-07-05,000961,1.635696
2021-07-06,000961,1.625661
2021-07-07,000961,1.604875
2021-07-08,000961,1.595841
2021-07-09,000961,1.577691
2021-07-12,000961,1.575928
2021-07-13,000961,1.567974
2021-07-14,000961,1.553310
2021-07-15,000961,1.544052
2021-07-16,000961,1.545886
2021-07-19,000961,1.547946
2021-07-20,000961,1.534428
2021-07-21,000961,1.522241
2021-07-22,000961,1.514646
2021-07-23,000961,1.508315
2021-07-26,000961,1.492566
2021-07-27,000961,1.485159
2021-07-28,000961,1.477011
2021-07-29,000961,1.470483
2021-07-30,000961,1.473068
2021-08-02,000961,1.459534
2021-08-03,000961,1.446065
2021-08-04,000961,1.440295
2021-08-05,000961,1.442987
2021-08-06,000961,1.443184
2021-08-09,000961,1.434107
2021-08-10,000961,1.423478
2021-08-11,000961,1.409449
2021-08-12,000961,1.395711
2021-08-13,000961,1.383524
2021-08-16,000961,1.370276
2021-08-17,000961,1.372400
2021-08-18,000961,1.371011
2021-08-19,000961,1.366334
2021-08-20,000961,1.364529
2021-08-23,000961,1.354406
2021-08-24,000961,1.349791
2021-08-25,000961,1.352250
2021-08-26,000961,1.350510
2021-08-27,000961,1.341219
2021-08-30,000961,1.329113
2021-08-31,000961,1.316450
2021-09-01,000961,1.306378
2021-09-02,000961,1.301398
2021-09-03,000961,1.289080
2021-09-06,000961,1.276034
2021-09-07,000961,1.267561
2021-09-08,000961,1.254758
2021-09-09,000961,1.251440
2021-09-10,000961,1.249143
2021-09-13,000961,1.239398
2021-09-14,000961,1.238870
2021-09-15,000961,1.238801
2021-09-16,000961,1.229921
2021-09-17,000961,1.234074
2021-09-20,000961,1.236052
2021-09-21,000961,1.230626
2021-09-22,000961,1.222749
2021-09-23,000961,1.224139
2021-09-24,000961,1.219385
2021-09-27,000961,1.216410
2021-09-28,000961,1.218979
2021-09-29,000961,1.222345
2021-09-30,000961,1.220152
2021-10-01,000961,1.221718
2021-10-04,000961,1.221174
2021-10-05,000961,1.214612
2021-10-06,000961,1.219216
2021-10-07,000961,1.215748
2021-10-08,000961,1.209717
2021-10-11,000961,1.209286
2021-10-12,000961,1.207722
2021-10-13,000961,1.207133
2021-10-14,000961,1.212534
2021-10-15,000961,1.211218
2021-10-18,000961,1.201546
2021-10-19,000961,1.207395
2021-10-20,000961,1.206052
2021-10-21,000961,1.206975
2021-10-22,000961,1.201166
2021-10-25,000961,1.198839
2021-10-26,000961,1.200834
2021-10-27,000961,1.202078
2021-10-28,000961,1.207068
2021-10-29,000961,1.197790
2021-11-01,000961,1.194134
2021-11-02,000961,1.189996
2021-11-03,000961,1.180566
2021-11-04,000961,1.178838
2021-11-05,000961,1.178808
2021-11-08,000961,1.181586
2021-11-09,000961,1.184256
2021-11-10,000961,1.176943
2021-11-11,000961,1.173009
2021-11-12,000961,1.173199
2021-11-15,000961,1.178923
2021-11-16,000961,1.183469
2021-11-17,000961,1.188181
2021-11-18,000961,1.189453
2021-11-19,000961,1.181134
2021-11-22,000961,1.183861
2021-11-23,000961,1.180895
2021-11-24,000961,1.187658
2021-11-25,000961,1.180844
2021-11-26,000961,1.179730
2021-11-29,000961,1.185242
2021-11-30,000961,1.184888
2021-12-01,000961,1.188378
2021-12-02,000961,1.189876
2021-12-03,000961,1.195272
2021-12-06,000961,1.187667
2021-12-07,000961,1.179134
2021-12-08,000961,1.177845
2021-12-09,000961,1.183515
2021-12-10,000961,1.176414
2021-12-13,000961,1.178920
2021-12-14,000961,1.171242
2021-12-15,000961,1.175216
2021-12-16,000961,1.182520
2021-12-17,000961,1.173815
2021-12-20,000961,1.172474
2021-12-21,000961,1.172132
2021-12-22,000961,1.178451
2021-12-23,000961,1.179899
2021-12-24,000961,1.177319
2021-12-27,000961,1.177345
2021-12-28,000961,1.170618
2021-12-29,000961,1.172933
2021-12-30,000961,1.179944
2021-12-31,000961,1.186493
2022-01-03,000961,1.188539
2022-01-04,000961,1.179849
2022-01-05,000961,1.187275
2022-01-06,000961,1.189415
2022-01-07,000961,1.181818
2022-01-10,000961,1.182804
2022-01-11,000961,1.175653
2022-01-12,000961,1.166932
2022-01-13,000961,1.169427
2022-01-14,000961,1.166749
2022-01-17,000961,1.164209
2022-01-18,000961,1.161230
2022-01-19,000961,1.166491
2022-01-20,000961,1.171103
2022-01-21,000961,1.164249
2022-01-24,000961,1.158009
2022-01-25,000961,1.153715
2022-01-26,000961,1.148420
2022-01-27,000961,1.153472
2022-01-28,000961,1.156164
2022-01-31,000961,1.157823
2022-02-01,000961,1.161843
2022-02-02,000961,1.165099
2022-02-03,000961,1.166857
2022-02-04,000961,1.173340
2022-02-07,000961,1.178452
2022-02-08,000961,1.173579
2022-02-09,000961,1.164451
2022-02-10,000961,1.169652
2022-02-11,000961,1.169267
2022-02-14,000961,1.165217
2022-02-15,000961,1.157335
2022-02-16,000961,1.160898
2022-02-17,000961,1.155425
2022-02-18,000961,1.147901
2022-02-21,000961,1.138108
2022-02-22,000961,1.137941
2022-02-23,000961,1.134951
2022-02-24,000961,1.129819
2022-02-25,000961,1.128649
2022-02-28,000961,1.131300
2022-03-01,000961,1.126136
2022-03-02,000961,1.129816
2022-03-03,000961,1.124419
2022-03-04,000961,1.126819
2022-03-07,000961,1.116641
2022-03-08,000961,1.119260
2022-03-09,000961,1.112716
2022-03-10,000961,1.102481
2022-03-11,000961,1.096759
2022-03-14,000961,1.095563
2022-03-15,000961,1.092811
2022-03-16,000961,1.088103
2022-03-17,000961,1.084262
2022-03-18,000961,1.076348
2022-03-21,000961,1.076816
2022-03-22,000961,1.068053
2022-03-23,000961,1.065249
2022-03-24,000961,1.055356
2022-03-25,000961,1.054576
2022-03-28,000961,1.048981
2022-03-29,000961,1.038664
2022-03-30,000961,1.039780
2022-03-31,000961,1.033954
2022-04-01,000961,1.032018
2022-04-04,000961,1.030598
2022-04-05,000961,1.022259
2022-04-06,000961,1.018004
2022-04-07,000961,1.007166
2022-04-08,000961,0.996976
2022-04-11,000961,0.990870
2022-04-12,000961,0.988812
2022-04-13,000961,0.988019
2022-04-14,000961,0.987052
2022-04-15,000961,0.976719
2022-04-18,000961,0.973929
2022-04-19,000961,0.964589
2022-04-20,000961,0.961321
2022-04-21,000961,0.963451
2022-04-22,000961,0.964373
2022-04-25,000961,0.965282
2022-04-26,000961,0.956232
2022-04-27,000961,0.949164
2022-04-28,000961,0.938048
2022-04-29,000961,0.929484
2022-05-02,000961,0.927002
2022-05-03,000961,0.924670
2022-05-04,000961,0.917664
2022-05-05,000961,0.913788
2022-05-06,000961,0.912469
2022-05-09,000961,0.903472
2022-05-10,000961,0.898093
2022-05-11,000961,0.894711
2022-05-12,000961,0.888398
2022-05-13,000961,0.881286
2022-05-16,000961,0.870270
2022-05-17,000961,0.860417
2022-05-18,000961,0.859296
2022-05-19,000961,0.848775
2022-05-20,000961,0.838119
2022-05-23,000961,0.832965
2022-05-24,000961,0.826868
2022-05-25,000961,0.826918
2022-05-26,000961,0.825178
2022-05-27,000961,0.816510
2022-05-30,000961,0.805935
2022-05-31,000961,0.800303
2022-06-01,000961,0.792003
2022-06-02,000961,0.785852
2022-06-03,000961,0.780500
2022-06-06,000961,0.776362
2022-06-07,000961,0.775636
2022-06-08,000961,0.767927
2022-06-09,000961,0.758225
2022-06-10,000961,0.751604
2022-06-13,000961,0.745291
2022-06-14,000961,0.738658
2022-06-15,000961,0.733956
2022-06-16,000961,0.728753
2022-06-17,000961,0.727486
2022-06-20,000961,0.719728
2022-06-21,000961,0.709671
2022-06-22,000961,0.707148
2022-06-23,000961,0.706686
2022-06-24,000961,0.703104
2022-06-27,000961,0.697797
2022-06-28,000961,0.695821
2022-06-29,000961,0.691300
2022-06-30,000961,0.687557
2022-07-01,000961,0.684515
2022-07-04,000961,0.678716
2022-07-05,000961,0.674394
2022-07-06,000961,0.666597
2022-07-07,000961,0.661442
2022-07-08,000961,0.659935
2022-07-11,000961,0.654111
2022-07-12,000961,0.648238
2022-07-13,000961,0.644298
2022-07-14,000961,0.640241
2022-07-15,000961,0.630821
2022-07-18,000961,0.622971
2022-07-19,000961,0.618730
2022-07-20,000961,0.609672
2022-07-21,000961,0.600390
2022-07-22,000961,0.595068
2022-07-25,000961,0.593384
2022-07-26,000961,0.585313
2022-07-27,000961,0.580656
2022-07-28,000961,0.577478
2022-07-29,000961,0.575827
2022-08-01,000961,0.573305
2022-08-02,000961,0.568402
2022-08-03,000961,0.562269
2022-08-04,000961,0.558807
2022-08-05,000961,0.553764
2022-08-08,000961,0.547933
2022-08-09,000961,0.545249
2022-08-10,000961,0.539738
2022-08-11,000961,0.536545
2022-08-12,000961,0.532575
2022-08-15,000961,0.527097
2022-08-16,000961,0.523198
2022-08-17,000961,0.520226
2022-08-18,000961,0.514706
2022-08-19,000961,0.508985
2022-08-22,000961,0.506584
2022-08-23,000961,0.503869
2022-08-24,000961,0.477095
2022-08-25,000961,0.475212
2022-08-26,000961,0.469336
2022-08-29,000961,0.463001
2022-08-30,000961,0.461612
2022-08-31,000961,0.460204
2022-09-01,000961,0.457698
2022-09-02,000961,0.452019
2022-09-05,000961,0.447180
2022-09-06,000961,0.441804
2022-09-07,000961,0.439895
2022-09-08,000961,0.435470
2022-09-09,000961,0.431185
2022-09-12,000961,0.426709
2022-09-13,000961,0.423093
2022-09-14,000961,0.417890
2022-09-15,000961,0.416382
2022-09-16,000961,0.413787
2022-09-19,000961,0.411066
2022-09-20,000961,0.406676
2022-09-21,000961,0.403901
2022-09-22,000961,0.398981
2022-09-23,000961,0.398603
2022-09-26,000961,0.394954
2022-09-27,000961,0.392905
2022-09-28,000961,0.392328
2022-09-29,000961,0.392018
2022-09-30,000961,0.389278
2022-10-03,000961,0.387332
2022-10-04,000961,0.384875
2022-10-05,000961,0.384388
2022-10-06,000961,0.380142
2022-10-07,000961,0.377394
2022-10-10,000961,0.376531
2022-10-11,000961,0.372748
2022-10-12,000961,0.369281
2022-10-13,000961,0.366105
2022-10-14,000961,0.363703
2022-10-17,000961,0.360208
2022-10-18,000961,0.357113
2022-10-19,000961,0.355898
2022-10-20,000961,0.351259
2022-10-21,000961,0.347725
2022-10-24,000961,0.343987
2022-10-25,000961,0.342397
2022-10-26,000961,0.342146
2022-10-27,000961,0.338356
2022-10-28,000961,0.337320
2022-10-31,000961,0.335383
2022-11-01,000961,0.332824
2022-11-02,000961,0.328864
2022-11-03,000961,0.326113
2022-11-04,000961,0.322367
2022-11-07,000961,0.321905
2022-11-08,000961,0.321139
2022-11-09,000961,0.317814
2022-11-10,000961,0.318130
2022-11-11,000961,0.314651
2022-11-14,000961,0.310955
2022-11-15,000961,0.308338
2022-11-16,000961,0.307466
2022-11-17,000961,0.304899
2022-11-18,000961,0.303352
2022-11-21,000961,0.301364
2022-11-22,000961,0.299690
2022-11-23,000961,0.296254
2022-11-24,000961,0.296541
2022-11-25,000961,0.295882
2022-11-28,000961,0.292565
2022-11-29,000961,0.291361
2022-11-30,000961,0.288125
2022-12-01,000961,0.287824
2022-12-02,000961,0.287567
2022-12-05,000961,0.286729
2022-12-06,000961,0.285170
2022-12-07,000961,0.282902
2022-12-08,000961,0.282420
2022-12-09,000961,0.280566
2022-12-12,000961,0.281471
2022-12-13,000961,0.280477
2022-12-14,000961,0.278376
2022-12-15,000961,0.277375
2022-12-16,000961,0.276907
2022-12-19,000961,0.276235
2022-12-20,000961,0.275380
2022-12-21,000961,0.273127
2022-12-22,000961,0.270777
2022-12-23,000961,0.271330
2022-12-26,000961,0.270966
2022-12-27,000961,0.268865
2022-12-28,000961,0.268788
2022-12-29,000961,0.266845
2022-12-30,000961,0.265404
2023-01-02,000961,0.264658
2023-01-03,000961,0.263695
2023-01-04,000961,0.264675
2023-01-05,000961,0.263586
2023-01-06,000961,0.264953
2023-01-09,000961,0.265708
2023-01-10,000961,0.267171
2023-01-11,000961,0.266584
2023-01-12,000961,0.267736
2023-01-13,000961,0.266484
2023-01-16,000961,0.266714
2023-01-17,000961,0.265375
2023-01-18,000961,0.264465
2023-01-19,000961,0.264776
2023-01-20,000961,0.262964
2023-01-23,000961,0.262060
2023-01-24,000961,0.260977
2023-01-25,000961,0.261925
2023-01-26,000961,0.261457
2023-01-27,000961,0.262759
2023-01-30,000961,0.263372
2023-01-31,000961,0.263332
2023-02-01,000961,0.262328
2023-02-02,000961,0.260784
2023-02-03,000961,0.260993
2023-02-06,000961,0.261485
2023-02-07,000961,0.260653
2023-02-08,000961,0.260191
2023-02-09,000961,0.261723
2023-02-10,000961,0.262587
2023-02-13,000961,0.263341
2023-02-14,000961,0.263739
2023-02-15,000961,0.265203
2023-02-16,000961,0.265232
2023-02-17,000961,0.266860
2023-02-20,000961,0.267125
2023-02-21,000961,0.269437
2023-02-22,000961,0.270089
2023-02-23,000961,0.271705
2023-02-24,000961,0.273389
2023-02-27,000961,0.274372
2023-02-28,000961,0.273697
2023-03-01,000961,0.276025
2023-03-02,000961,0.276619
2023-03-03,000961,0.279357
2023-03-06,000961,0.281358
2023-03-07,000961,0.282254
2023-03-08,000961,0.283801
2023-03-09,000961,0.285014
2023-03-10,000961,0.287983
2023-03-13,000961,0.289723
2023-03-14,000961,0.290282
2023-03-15,000961,0.289911
2023-03-16,000961,0.289556
2023-03-17,000961,0.292106
2023-03-20,000961,0.291425
2023-03-21,000961,0.294289
2023-03-22,000961,0.295646
2023-03-23,000961,0.295479
2023-03-24,000961,0.297898
2023-03-27,000961,0.300961
2023-03-28,000961,0.301631
2023-03-29,000961,0.304202
2023-03-30,000961,0.304548
2023-03-31,000961,0.307421
2023-04-03,000961,0.310663
2023-04-04,000961,0.313333
2023-04-05,000961,0.316487
2023-04-06,000961,0.317862
2023-04-07,000961,0.318301
2023-04-10,000961,0.321052
2023-04-11,000961,0.321969
2023-04-12,000961,0.324644
2023-04-13,000961,0.326304
2023-04-14,000961,0.329832
2023-04-17,000961,0.329425
2023-04-18,000961,0.330972
2023-04-19,000961,0.334781
2023-04-20,000961,0.336060
2023-04-21,000961,0.336913
2023-04-24,000961,0.339663
2023-04-25,000961,0.343366
2023-04-26,000961,0.343723
2023-04-27,000961,0.344948
2023-04-28,000961,0.346713
2023-05-01,000961,0.347733
2023-05-02,000961,0.348733
2023-05-03,000961,0.348887
2023-05-04,000961,0.350556
2023-05-05,000961,0.355121
2023-05-08,000961,0.358678
2023-05-09,000961,0.359905
2023-05-10,000961,0.364649
2023-05-11,000961,0.366948
2023-05-12,000961,0.367141
2023-05-15,000961,0.371209
2023-05-16,000961,0.372021
2023-05-17,000961,0.373474
2023-05-18,000961,0.373828
2023-05-19,000961,0.374916
2023-05-22,000961,0.378991
2023-05-23,000961,0.379712
2023-05-24,000961,0.384375
2023-05-25,000961,0.388705
2023-05-26,000961,0.391870
2023-05-29,000961,0.394913
2023-05-30,000961,0.395641
2023-05-31,000961,0.399185
2023-06-01,000961,0.402044
2023-06-02,000961,0.403466
2023-06-05,000961,0.403912
2023-06-06,000961,0.407887
2023-06-07,000961,0.408863
2023-06-08,000961,0.413395
2023-06-09,000961,0.414798
2023-06-12,000961,0.420442
2023-06-13,000961,0.422694
2023-06-14,000961,0.424355
2023-06-15,000961,0.427936
2023-06-16,000961,0.431473
2023-06-19,000961,0.433635
2023-06-20,000961,0.433984
2023-06-21,000961,0.437813
2023-06-22,000961,0.440488
2023-06-23,000961,0.443708
2023-06-26,000961,0.447938
2023-06-27,000961,0.449877
2023-06-28,000961,0.455394
2023-06-29,000961,0.457957
2023-06-30,000961,0.458651
2023-07-03,000961,0.463122
2023-07-04,000961,0.467821
2023-07-05,000961,0.468696
2023-07-06,000961,0.473474
2023-07-07,000961,0.475468
2023-07-10,000961,0.480423
2023-07-11,000961,0.482203
2023-07-12,000961,0.487711
2023-07-13,000961,0.488545
2023-07-14,000961,0.495246
2023-07-17,000961,0.501829
2023-07-18,000961,0.504191
2023-07-19,000961,0.508067
2023-07-20,000961,0.508011
2023-07-21,000961,0.511010
2023-07-24,000961,0.515200
2023-07-25,000961,0.521877
2023-07-26,000961,0.527992
2023-07-27,000961,0.531955
2023-07-28,000961,0.536001
